AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
CALAVERAS, 860-902-1100-7614,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","7614-Rear Engine Riding Mowers-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-7615,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","7615-Rear Engine Riding Mowers-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8104,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8104-Shredders-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8105,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8105-Shredders-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8112,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8112-Shredders-G2-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8113,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8113-Shredders-G2-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8344,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8344-Snowblowers-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8345,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8345-Snowblowers-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8352,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8352-Snowblowers-G2-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8353,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8353-Snowblowers-G2-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8364,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8364-Snowblowers-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8365,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8365-Snowblowers-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8372,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8372-Snowblowers-G2-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8373,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8373-Snowblowers-G2-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8384,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8384-Snowblowers-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-8385,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","8385-Snowblowers-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9074,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9074-Tillers-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9075,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9075-Tillers-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9542,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9542-Trimmers/Edgers/Brush Cutters-G2-2-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9543,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9543-Trimmers/Edgers/Brush Cutters-G2-2-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9554,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9554-Trimmers/Edgers/Brush Cutters-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9555,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9555-Trimmers/Edgers/Brush Cutters-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9834,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9834-Wood Splitters-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-902-1100-9835,"860-OFF-ROAD EQUIPMENT","902-LAWN AND GARDEN (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","9835-Wood Splitters-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-1394,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","1394-Commercial Turf Equipment-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-1395,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","1395-Commercial Turf Equipment-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-1404,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","1404-Commercial Turf Equipment-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-1405,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","1405-Commercial Turf Equipment-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-4084,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","4084-Lawn & Garden Tractors-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-4085,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","4085-Lawn & Garden Tractors-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-5744,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","5744-Other Lawn & Garden Equipment-G4-50-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-5745,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","5745-Other Lawn & Garden Equipment-G4-50-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-5754,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","5754-Other Lawn & Garden Equipment-G4-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1100-5755,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1100-GASOLINE (UNSPECIFIED)","5755-Other Lawn & Garden Equipment-G4-120-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1190,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1190-Chippers/Stump Grinders-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1200,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1200-Chippers/Stump Grinders-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1210,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1210-Chippers/Stump Grinders-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1220,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1220-Chippers/Stump Grinders-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1230,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1230-Chippers/Stump Grinders-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1240,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1240-Chippers/Stump Grinders-D-750-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1250,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1250-Chippers/Stump Grinders-D-1000-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1350,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1350-Commercial Turf Equipment-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-1380,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","1380-Commercial Turf Equipment-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-903-1210-4050,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","4050-Lawn & Garden Tractors-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-903-1210-4070,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","4070-Lawn & Garden Tractors-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-903-1210-4130,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","4130-Leaf Blowers/Vacuums-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-4140,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","4140-Leaf Blowers/Vacuums-D-120-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-4150,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","4150-Leaf Blowers/Vacuums-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-5710,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","5710-Other Lawn & Garden Equipment-D-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-5730,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","5730-Other Lawn & Garden Equipment-D-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-8390,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","8390-Snowblowers-D-175-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-8400,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","8400-Snowblowers-D-250-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-903-1210-8410,"860-OFF-ROAD EQUIPMENT","903-LAWN AND GARDEN (OTHER)","1210-DIESEL (UNSPECIFIED)","8410-Snowblowers-D-500-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0384,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0384-Air Compressors-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0385,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0385-Air Compressors-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0394,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0394-Air Compressors-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0395,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0395-Air Compressors-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0414,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0414-Air Compressors-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-0415,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","0415-Air Compressors-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3502,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3502-Generator Sets-G2-2-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3503,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3503-Generator Sets-G2-2-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3514,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3514-Generator Sets-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3515,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3515-Generator Sets-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3522,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3522-Generator Sets-G2-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3523,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3523-Generator Sets-G2-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3534,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3534-Generator Sets-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3535,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3535-Generator Sets-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3554,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3554-Generator Sets-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-3555,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","3555-Generator Sets-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6404,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6404-Pressure Washers-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6405,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6405-Pressure Washers-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6414,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6414-Pressure Washers-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6415,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6415-Pressure Washers-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6434,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6434-Pressure Washers-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-6435,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","6435-Pressure Washers-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7002,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7002-Pumps-G2-2-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7003,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7003-Pumps-G2-2-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7014,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7014-Pumps-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7015,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7015-Pumps-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7022,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7022-Pumps-G2-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7023,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7023-Pumps-G2-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7034,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7034-Pumps-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7035,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7035-Pumps-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7452,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7452-Pumps-G2-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7453,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7453-Pumps-G2-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-7464,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7464-Pumps-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-904-1100-7465,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","7465-Pumps-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-9724,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","9724-Welders-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0001
CALAVERAS, 860-904-1100-9725,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","9725-Welders-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-904-1100-9744,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","9744-Welders-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,.0004
CALAVERAS, 860-904-1100-9745,"860-OFF-ROAD EQUIPMENT","904-COMMERCIAL (COMMERCIAL)","1100-GASOLINE (UNSPECIFIED)","9745-Welders-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0384,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0384-Air Compressors-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0385,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0385-Air Compressors-G4-5-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0394,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0394-Air Compressors-G4-15-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0395,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0395-Air Compressors-G4-15-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0414,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0414-Air Compressors-G4-25-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-0415,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","0415-Air Compressors-G4-25-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-3502,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","3502-Generator Sets-G2-2-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-3503,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","3503-Generator Sets-G2-2-Evap",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
CALAVERAS, 860-905-1100-3514,"860-OFF-ROAD EQUIPMENT","905-COMMERCIAL (RESIDENTIAL)","1100-GASOLINE (UNSPECIFIED)","3514-Generator Sets-G4-5-Exhaust",PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
