AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
SAN MATEO , 771-731-1100-0000,771-SCHOOL BUSES - GAS (SBG),731-CATALYST STARTS,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-734-1100-0000,771-SCHOOL BUSES - GAS (SBG),734-CATALYST HOT STABILIZED EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-735-1100-0000,771-SCHOOL BUSES - GAS (SBG),735-CATALYST IDLE EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-736-1100-0000,771-SCHOOL BUSES - GAS (SBG),736-CATALYST EVAPORATIVE RUNNING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-738-1100-0000,771-SCHOOL BUSES - GAS (SBG),738-CATALYST EVAPORATIVE RESTING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-740-1100-0000,771-SCHOOL BUSES - GAS (SBG),740-CATALYST HOT SOAK,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-742-1100-0000,771-SCHOOL BUSES - GAS (SBG),742-CATALYST DIURNAL,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-744-0248-0000,771-SCHOOL BUSES - GAS (SBG),744-CATALYST TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 771-746-5410-0000,771-SCHOOL BUSES - GAS (SBG),746-CATALYST BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0007
SAN MATEO , 772-761-1210-0000,772-SCHOOL BUSES - DIESEL (SBD),761-DIESEL STARTS,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 772-764-1210-0000,772-SCHOOL BUSES - DIESEL (SBD),764-DIESEL HOT STABILIZED EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0014
SAN MATEO , 772-765-1210-0000,772-SCHOOL BUSES - DIESEL (SBD),765-DIESEL IDLE EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 772-766-0248-0000,772-SCHOOL BUSES - DIESEL (SBD),766-DIESEL TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 772-768-5410-0000,772-SCHOOL BUSES - DIESEL (SBD),768-DIESEL BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0008
SAN MATEO , 777-701-1100-0000,777-OTHER BUSES - GAS (OBG),701-NON-CATALYST STARTS,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-706-1100-0000,777-OTHER BUSES - GAS (OBG),706-NON-CATALYST HOT STABILIZED EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-707-1100-0000,777-OTHER BUSES - GAS (OBG),707-NON-CATALYST IDLE EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-708-1100-0000,777-OTHER BUSES - GAS (OBG),708-NON-CATALYST EVAPORATIVE RUNNING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-710-1100-0000,777-OTHER BUSES - GAS (OBG),710-NON-CATALYST EVAPORATIVE RESTING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-712-1100-0000,777-OTHER BUSES - GAS (OBG),712-NON-CATALYST HOT SOAK,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-714-1100-0000,777-OTHER BUSES - GAS (OBG),714-NON-CATALYST DIURNAL,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-718-0248-0000,777-OTHER BUSES - GAS (OBG),718-NON-CATALYST TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-720-5410-0000,777-OTHER BUSES - GAS (OBG),720-NON-CATALYST BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-731-1100-0000,777-OTHER BUSES - GAS (OBG),731-CATALYST STARTS,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-734-1100-0000,777-OTHER BUSES - GAS (OBG),734-CATALYST HOT STABILIZED EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-735-1100-0000,777-OTHER BUSES - GAS (OBG),735-CATALYST IDLE EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-736-1100-0000,777-OTHER BUSES - GAS (OBG),736-CATALYST EVAPORATIVE RUNNING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-738-1100-0000,777-OTHER BUSES - GAS (OBG),738-CATALYST EVAPORATIVE RESTING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-740-1100-0000,777-OTHER BUSES - GAS (OBG),740-CATALYST HOT SOAK,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-742-1100-0000,777-OTHER BUSES - GAS (OBG),742-CATALYST DIURNAL,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 777-744-0248-0000,777-OTHER BUSES - GAS (OBG),744-CATALYST TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 777-746-5410-0000,777-OTHER BUSES - GAS (OBG),746-CATALYST BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0011
SAN MATEO , 778-761-1210-0000,778-OTHER BUSES - MOTOR COACH - DIESEL (OBC),761-DIESEL STARTS,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 778-764-1210-0000,778-OTHER BUSES - MOTOR COACH - DIESEL (OBC),764-DIESEL HOT STABILIZED EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0046
SAN MATEO , 778-765-1210-0000,778-OTHER BUSES - MOTOR COACH - DIESEL (OBC),765-DIESEL IDLE EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN MATEO , 778-766-0248-0000,778-OTHER BUSES - MOTOR COACH - DIESEL (OBC),766-DIESEL TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 778-768-5410-0000,778-OTHER BUSES - MOTOR COACH - DIESEL (OBC),768-DIESEL BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0005
SAN MATEO , 779-761-1210-0000,779-ALL OTHER BUSES - DIESEL (OBD),761-DIESEL STARTS,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 779-764-1210-0000,779-ALL OTHER BUSES - DIESEL (OBD),764-DIESEL HOT STABILIZED EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0078
SAN MATEO , 779-765-1210-0000,779-ALL OTHER BUSES - DIESEL (OBD),765-DIESEL IDLE EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 779-766-0248-0000,779-ALL OTHER BUSES - DIESEL (OBD),766-DIESEL TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 779-768-5410-0000,779-ALL OTHER BUSES - DIESEL (OBD),768-DIESEL BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0013
SAN MATEO , 780-701-1100-0000,780-MOTOR HOMES (MH),701-NON-CATALYST STARTS,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-706-1100-0000,780-MOTOR HOMES (MH),706-NON-CATALYST HOT STABILIZED EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-708-1100-0000,780-MOTOR HOMES (MH),708-NON-CATALYST EVAPORATIVE RUNNING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-710-1100-0000,780-MOTOR HOMES (MH),710-NON-CATALYST EVAPORATIVE RESTING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-712-1100-0000,780-MOTOR HOMES (MH),712-NON-CATALYST HOT SOAK,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-714-1100-0000,780-MOTOR HOMES (MH),714-NON-CATALYST DIURNAL,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-718-0248-0000,780-MOTOR HOMES (MH),718-NON-CATALYST TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-720-5410-0000,780-MOTOR HOMES (MH),720-NON-CATALYST BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-731-1100-0000,780-MOTOR HOMES (MH),731-CATALYST STARTS,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-734-1100-0000,780-MOTOR HOMES (MH),734-CATALYST HOT STABILIZED EXHAUST,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-736-1100-0000,780-MOTOR HOMES (MH),736-CATALYST EVAPORATIVE RUNNING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-738-1100-0000,780-MOTOR HOMES (MH),738-CATALYST EVAPORATIVE RESTING LOSSES,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-740-1100-0000,780-MOTOR HOMES (MH),740-CATALYST HOT SOAK,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-742-1100-0000,780-MOTOR HOMES (MH),742-CATALYST DIURNAL,1100-GASOLINE (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-744-0248-0000,780-MOTOR HOMES (MH),744-CATALYST TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-746-5410-0000,780-MOTOR HOMES (MH),746-CATALYST BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0004
SAN MATEO , 780-764-1210-0000,780-MOTOR HOMES (MH),764-DIESEL HOT STABILIZED EXHAUST,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0004
SAN MATEO , 780-766-0248-0000,780-MOTOR HOMES (MH),766-DIESEL TIRE WEAR,0248-RUBBER TIRES,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 780-768-5410-0000,780-MOTOR HOMES (MH),768-DIESEL BRAKE WEAR,5410-BRAKE DUST,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 810-800-1140-0000,810-AIRCRAFT,800-PISTON AIRCRAFT - MILITARY,1140-AVIATION GASOLINE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 810-802-1140-0000,810-AIRCRAFT,802-PISTON AIRCRAFT - COMMERCIAL,1140-AVIATION GASOLINE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0188
SAN MATEO , 810-804-1140-0000,810-AIRCRAFT,804-PISTON AIRCRAFT - CIVIL,1140-AVIATION GASOLINE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0151
SAN MATEO , 810-806-1140-0000,810-AIRCRAFT,806-AGRICULTURAL AIRCRAFT (CROP DUSTING),1140-AVIATION GASOLINE,0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 810-808-1400-0000,810-AIRCRAFT,808-JET AIRCRAFT - MILITARY,1400-JET FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 810-810-1400-0000,810-AIRCRAFT,810-JET AIRCRAFT - COMMERCIAL,1400-JET FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0681
SAN MATEO , 810-812-1400-0000,810-AIRCRAFT,812-JET AIRCRAFT - CIVIL,1400-JET FUEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 820-820-1210-0000,820-TRAINS,820-LOCOMOTIVES - ROAD HAULING,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0009
SAN MATEO , 820-826-1210-0000,820-TRAINS,826-PASSENGER TRAINS,1210-DIESEL (UNSPECIFIED),0000-SUB-CATEGORY UNSPECIFIED,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0109
SAN MATEO , 833-831-1210-9975,833-OCEAN GOING VESSELS,831-AUTO CARRIERS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN MATEO , 833-831-1210-9985,833-OCEAN GOING VESSELS,831-AUTO CARRIERS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0037
SAN MATEO , 833-831-1500-9975,833-OCEAN GOING VESSELS,831-AUTO CARRIERS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 833-831-1500-9985,833-OCEAN GOING VESSELS,831-AUTO CARRIERS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.001
SAN MATEO , 833-833-1210-9972,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9972-HOTELLING-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.001
SAN MATEO , 833-833-1210-9973,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9973-MANEUVERING-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-833-1210-9974,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9974-ANCHORAGE-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN MATEO , 833-833-1210-9975,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0007
SAN MATEO , 833-833-1210-9983,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9983-MANEUVERING-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-833-1210-9985,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.009
SAN MATEO , 833-833-1210-9992,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9992-HOTELLING-BOILER,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0003
SAN MATEO , 833-833-1210-9993,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9993-MANEUVERING-BOILER,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 833-833-1210-9994,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9994-ANCHORAGE-BOILER,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-833-1500-9975,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.001
SAN MATEO , 833-833-1500-9985,833-OCEAN GOING VESSELS,833-BULK CARGO VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0261
SAN MATEO , 833-835-1210-9975,833-OCEAN GOING VESSELS,835-CONTAINER SHIPS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0035
SAN MATEO , 833-835-1210-9985,833-OCEAN GOING VESSELS,835-CONTAINER SHIPS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.1039
SAN MATEO , 833-835-1500-9975,833-OCEAN GOING VESSELS,835-CONTAINER SHIPS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0025
SAN MATEO , 833-835-1500-9985,833-OCEAN GOING VESSELS,835-CONTAINER SHIPS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.1061
SAN MATEO , 833-837-1210-9975,833-OCEAN GOING VESSELS,837-GENERAL CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0002
SAN MATEO , 833-837-1210-9985,833-OCEAN GOING VESSELS,837-GENERAL CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0029
SAN MATEO , 833-837-1500-9975,833-OCEAN GOING VESSELS,837-GENERAL CARGO VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-837-1500-9985,833-OCEAN GOING VESSELS,837-GENERAL CARGO VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0036
SAN MATEO , 833-841-1210-9975,833-OCEAN GOING VESSELS,841-PASSENGER SHIPS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0085
SAN MATEO , 833-841-1500-9975,833-OCEAN GOING VESSELS,841-PASSENGER SHIPS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0056
SAN MATEO , 833-843-1210-9975,833-OCEAN GOING VESSELS,843-REFRIGERATED CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-843-1210-9985,833-OCEAN GOING VESSELS,843-REFRIGERATED CARGO VESSELS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0011
SAN MATEO , 833-845-1210-9975,833-OCEAN GOING VESSELS,845-ROLL ON/ROLL OFF VESSELS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN MATEO , 833-845-1210-9985,833-OCEAN GOING VESSELS,845-ROLL ON/ROLL OFF VESSELS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0008
SAN MATEO , 833-845-1500-9975,833-OCEAN GOING VESSELS,845-ROLL ON/ROLL OFF VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN MATEO , 833-845-1500-9985,833-OCEAN GOING VESSELS,845-ROLL ON/ROLL OFF VESSELS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0054
SAN MATEO , 833-847-1210-9975,833-OCEAN GOING VESSELS,847-TANKERS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0013
SAN MATEO , 833-847-1210-9985,833-OCEAN GOING VESSELS,847-TANKERS,1210-DIESEL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.017
SAN MATEO , 833-847-1500-9975,833-OCEAN GOING VESSELS,847-TANKERS,1500-RESIDUAL OIL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.002
SAN MATEO , 833-847-1500-9985,833-OCEAN GOING VESSELS,847-TANKERS,1500-RESIDUAL OIL (UNSPECIFIED),9985-TRANSIT-MAIN,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0445
SAN MATEO , 833-849-1210-9975,833-OCEAN GOING VESSELS,849-MISCELLANEOUS VESSELS,1210-DIESEL (UNSPECIFIED),9975-TRANSIT-AUXILIARY,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
